Début	Fin	Speaker	Text
4988.206	4988.911	  	 
4988.911	4989.829	 spk1 	 il le laisse repartir
4989.829	4991.644	  	 
4991.644	4992.067	 spk2 	 c'est énorme
4992.067	4994.841	  	 
4994.841	4995.325	 spk1 	 hé ben non
4995.325	4995.758	  	 
4995.758	4996.552	 spk1 	 il laisse comme ça
4996.552	4996.824	  	 
4996.824	4997.061	 spk2 	 allez
4997.061	4998.593	 spk1 	 il laisse la remise en jeu pour l'Argentine
4998.593	4998.989	  	 
4998.989	4999.826	 spk1 	 et pour Lodesma
4999.826	5003.939	  	 
5003.939	5005.692	 spk1 	 ouais en-avant d'abord des Argentins
5005.692	5008.648	  	 
5008.648	5010.829	 spk2 	 attendez là si c'est pas plonger ça va falloir m'expliquer
5010.829	5013.176	 spk1 	 oui mais le ballon était sorti quand même Thierry hein
5013.176	5013.354	  	 
5013.354	5013.354	 spk1 	 
5013.354	5013.354	 Event desc pi type pronounce extent instantaneous 	 
5013.354	5013.354	 spk2 	 
5013.354	5013.961	 Event desc pi type pronounce extent instantaneous 	 
5013.961	5015.108	 spk1 	 il est arrivé sur le côté
5015.108	5015.392	 spk2 	 quand même
5015.392	5016.134	  	 
5016.134	5016.395	 spk2 	 bon allez
5016.395	5018.164	 spk1 	 et là je dois dire que le ralenti
5018.164	5018.804	 spk2 	 je vous l'accorde
5018.804	5020.285	 spk1 	 dédouane Monsieur Spreadbury hein
5020.285	5020.823	 spk2 	 je vous l'accorde
5020.823	5021.758	  	 
5021.758	5023.039	 spk2 	 il est sur le côté quand même hein
5023.039	5023.286	  	 
5023.286	5026.772	 spk2 	 on se retrouve à l'arrière sur le dernier pied c'est-à-dire sur le dernier joueur argentin
5026.772	5027.915	  	 
5027.915	5031.002	 spk1 	 Bonorino va entrer à la place de Martin Scelzo
5031.002	5031.689	  	 
5031.689	5032.799	 spk1 	 le pilier de Clermont
5032.799	5035.636	  	 
5035.636	5038.143	 spk1 	 oh Bonorino il a pas une grande expérience
5038.143	5041.862	  	 
5041.862	5042.037	 spk1 	 c'est
5042.037	5042.564	  	 
5042.564	5045.511	 spk1 	 sa première sélection depuis quatre ans Bonorino
5045.511	5046.169	  	 
5046.169	5047.072	 spk3 	 il a joué à Béziers Thierry
5047.072	5047.345	  	 
5047.345	5047.585	 spk1 	 ouais
5047.585	5048.745	  	 
5048.745	5050.138	 spk1 	 bonne mémoire Fabrice bravo
5050.138	5051.55	  	 
5051.55	5053.573	 spk1 	 allez bonne mêlée pour la France introduction Mignoni
5053.573	5055.445	  	 
5055.445	5056.711	 spk1 	 chahutée cette mêlée 
5056.711	5056.9	  	 
5056.9	5058.1	 spk1 	 ça va jusqu'à Michalak
5058.1	5058.865	  	 
5058.865	5059.032	 spk2 	 Rou(gerie)
5059.032	5059.032	 spk1 	 Rougerie ouais bien défendu de la part de l'Argentine
5059.032	5059.032	 spk2 	 
5059.032	5061.758	 Event desc pi type pronounce extent instantaneous 	 
5061.758	5062.689	  	 
5062.689	5063.923	 spk1 	 de la part de Borgès
5063.923	5064.874	  	 
5064.874	5065.974	 spk1 	 et attention Michalak
5065.974	5066.323	  	 
5066.323	5067.541	 spk1 	 repris par Corletto
5067.541	5067.927	 spk2 	 oh la la
5067.927	5069.586	 spk1 	 oh y'a un en-avant de Contepomi
5069.586	5070.249	  	 
5070.249	5071.166	 spk1 	 me semble-t-il
5071.166	5072.166	  	 
5072.166	5073.607	 spk1 	 avantage laissé aux Français 
5073.607	5076.922	  	 
5076.922	5077.547	 spk1 	 Chabal
5077.547	5078.909	  	 
5078.909	5081.34	 spk2 	 oh elle est bonne à jouer elle est bonne à jouer même si c'est dans les vingt-deux elle est bonne à jouer
5081.34	5082.184	  	 
5082.184	5084.036	 spk1 	 ouais mais on va jouer au pied côté français
5084.036	5084.531	  	 
5084.531	5085.447	 spk1 	 avec Damien Traille
5085.447	5085.808	  	 
5085.808	5088.022	 spk1 	 mais les Français sont pas passés loin de la correctionnelle hein avec
5088.022	5088.022	 spk1 	 
5088.022	5088.022	 Event desc pi type pronounce extent instantaneous 	 
5088.022	5088.47	 spk2 	 mais oui
5088.47	5088.47	 spk1 	 de Corletto
5088.47	5089.224	 spk2 	 oui parce que
5089.224	5091.172	 spk2 	 parce que mon cher Thierry c'est du prémédité
5091.172	5091.393	  	 
5091.393	5093.173	 spk2 	 vous croyez que les Argentins ils ont pas la vidéo
5093.173	5093.454	  	 
5093.454	5095.077	 spk2 	 cette tactique française
5095.077	5095.342	  	 
5095.342	5099.845	 spk2 	 on la fait depuis tellement de temps qu'ils savent très bien que y'a des joueurs qui passent à vide et qu'on passe dans le dos pour Rougerie
5099.845	5100.052	  	 
5100.052	5103.118	 spk2 	 l'ailier il a intercepté il est venu directement sur Rougerie
5103.118	5103.627	  	 
5103.627	5104.376	 spk2 	 parce qu'il l'a vu
5104.376	5104.602	  	 
5104.602	5106.709	 spk2 	 et on la fait à l'endroit où pn a l'habitude de la jouer
5106.709	5106.934	  	 
5106.934	5108.608	 spk2 	 voilà c'est ça l'alternance aussi intelligente
5108.608	5108.92	  	 
5108.92	5109.692	 spk2 	 c'est de la jouer ailleurs
5109.692	5110.019	  	 
5110.019	5110.379	 spk2 	 ailleurs
5110.379	5110.702	  	 
5110.702	5111.772	 spk2 	 pourquoi pas dans nos quarante mètres
5111.772	5112.595	  	 
5112.595	5113.997	 spk2 	 en tout cas c'est bien vu du côté argentin
5113.997	5113.997	 spk2 	 
5113.997	5114.909	 Event desc pi type pronounce extent instantaneous 	 
5114.909	5115.28	  	 
5115.28	5115.28	 spk2 	 
5115.28	5116.874	 Event desc pi type pronounce extent instantaneous 	 
5116.874	5116.874	 spk1 	 
5116.874	5117.456	 Event desc rire type noise extent instantaneous 	 
5117.456	5118.893	  	 
5118.893	5121.682	 spk1 	 toujours cinq points d'avance pour l'Argentine et le temps passe
5121.682	5122.414	  	 
5122.414	5124.579	 spk1 	 quatre-vingt minutes dure un match de rugby
5124.579	5129.236	  	 
5129.236	5131.623	 spk1 	 fond de touche euh encore un ballon bien capté
5131.623	5134.559	  	 
5134.559	5137.139	 spk1 	 et le voilà ce maul pénétrant comme les Français tout à l'heure 
5137.139	5140.954	  	 
5140.954	5143.808	 spk1 	 ouais c'est bien joué avec Lodesma qui en remet un petit coup
5143.808	5145.358	  	 
5145.358	5146.755	 spk1 	 ah interception par Chabal
5146.755	5147.064	  	 
5147.064	5148.872	 spk1 	 qui est allé gratter grapiller le ballon
5148.872	5149.166	  	 
5149.166	5149.472	 spk1 	 bravo
5149.472	5149.617	  	 
5149.617	5151.644	 spk2 	 (impor)tante cette balle récupérée après ce vol
5151.644	5152.149	  	 
5152.149	5155.322	 spk2 	 ce ballon porté elle est importante merci Chabal merci 
5155.322	5156.439	  	 
5156.439	5157.032	 spk1 	 Mignoni
5157.032	5158.054	  	 
5158.054	5158.39	 spk1 	 avec 
5158.39	5158.39	 spk1 	 Michalak
5158.39	5158.39	 spk2 	 
5158.39	5159.405	 Event desc pi type pronounce extent instantaneous 	 
5159.405	5159.405	 spk2 	 
5159.405	5159.74	 Event desc pi type pronounce extent instantaneous 	 
5159.74	5159.74	 spk1 	 oh oui bien vrillé ce ballon
5159.74	5159.74	 spk2 	 
5159.74	5161.428	 Event desc pi type pronounce extent instantaneous 	 
5161.428	5161.891	  	 
5161.891	5163.182	 spk1 	 repris par-dessous hein
5163.182	5163.841	  	 
5163.841	5166.785	 spk2 	 elle est bien caressée cette balle cette ogive qui traverse
5166.785	5167.098	  	 
5167.098	5169.414	 spk2 	 là-bas sur l'angle gauche la diagonale euh gauche
5169.414	5170.157	  	 
5170.157	5172.071	 spk2 	 avec Chabal qui est allé arracher ce ballon
5172.071	5172.071	 spk2 	 dans le
5172.071	5172.416	 spk1 	 ah
5172.416	5172.416	 spk1 	 ah oui
5172.416	5172.841	 spk2 	 coeur
5172.841	5173.227	  	 
5173.227	5176.069	 spk2 	 vous avez vu sur les appuis hé Messieurs hein si il a pas plongé lui hein 
5176.069	5176.069	 spk2 	 sur ses 
5176.069	5176.689	 spk1 	 ah non
5176.689	5177.945	 spk2 	 pieds il est allé arracher ce ballon
5177.945	5180.967	 spk1 	 c'est un geste super technique ça hein Thierry
5180.967	5181.691	 spk2 	 tout à fait tout à fait
5181.691	5182.131	  	 
5182.131	5183.991	 spk2 	 et surtout là avec cette ballon porté
5183.991	5183.991	 spk2 	 
5183.991	5184.956	 Event desc pi type pronounce extent instantaneous 	 
5184.956	5186.226	 spk2 	 mètres dangereux les Argentins
5186.226	5187.708	  	 
5187.708	5190.721	 spk2 	 ah le talent il est pas que dans les trois-quarts côté français il est aussi
5190.721	5191.089	  	 
5191.089	5193.345	 spk2 	 avec un très bon pack d'avants et le Chabal royal
5193.345	5195.839	  	 
5195.839	5198.638	 spk3 	 allez c'est Roncero qui tarde un petit peu là qui se fait soigner
5198.638	5198.772	  	 
5198.772	5198.772	 spk2 	 
5198.772	5199.252	 Event desc pi type pronounce extent instantaneous 	 
5199.252	5203.249	 spk3 	 ah ils ont vraiment la classe hein ces Argentins pour jouer le euh pour jouer le temps jouer la montre
5203.249	5204.46	 spk1 	 ah ils savent embrouiller hein
5204.46	5210.159	 spk2 	 ah ils cassent le rythme il faut ils veulent jouer à leur à leur niveau c'est un jeu tranquille pépère dès qu'on met du rythme et ben ils sont
5210.159	5210.159	 spk2 	 
5210.159	5210.537	 Event desc pi type pronounce extent instantaneous 	 
5210.537	5213.114	 spk1 	 mais Fabrice et Thierry on le savait avant le match
5213.114	5214.52	 spk2 	 oui mais bon il faut les
5214.52	5214.52	 spk2 	 
5214.52	5215.13	 Event desc pi type pronounce extent instantaneous 	 
5215.13	5216.891	  	 
5216.891	5217.913	 spk1 	 Lodesma
5217.913	5218.669	  	 
5218.669	5220.906	 spk1 	 ah un ballon capté par euh Leguizamon 
5220.906	5221.314	  	 
5221.314	5222.46	 spk2 	 il est gentil Monsieur Spreadbury
5222.46	5222.46	 spk2 	 
5222.46	5223.017	 Event desc pi type pronounce extent instantaneous 	 
5223.017	5224.486	 spk2 	 mais bon même le public l'a vu
5224.486	5224.845	  	 
5224.845	5224.98	 spk2 	 allez
5224.98	5225.38	  	 
5225.38	5226.536	 spk1 	 et Hernandez
5226.536	5227.553	  	 
5227.553	5228.258	 spk2 	 là il faut y aller euh
5228.258	5228.98	 spk1 	 oh oui
5228.98	5229.624	  	 
5229.624	5231.463	 spk1 	 Heymans il y est allé il a bien fait
5231.463	5234.004	  	 
5234.004	5237.821	 spk1 	 et regardez encore le six qui a ralenti la libération du ballon
5237.821	5238.693	  	 
5238.693	5240.534	 spk1 	 Mignoni quand même avec Dominici
5240.534	5242.136	  	 
5242.136	5242.752	 spk1 	 et Jauzion
5242.752	5243.697	  	 
5243.697	5246.186	 spk1 	 qui essaie de toujours être très propre dans ses interventions
5246.186	5248.172	  	 
5248.172	5250.342	 spk1 	 Mignoni pour Szarzewski qui va défier
5250.342	5253.652	  	 
5253.652	5255.482	 spk1 	 Mignoni encore pour Michalak
5255.482	5255.986	  	 
5255.986	5259.198	 spk1 	 à l'intérieur Mignoni qui retrouve Szarzewski
5259.198	5259.787	  	 
5259.787	5262.45	 spk1 	 oh c'est pas superbement bien joué tout ça
5262.45	5263.115	  	 
5263.115	5264.919	 spk1 	 en tout cas les Argentins sont au contre
5264.919	5267.532	  	 
5267.532	5268.14	 spk1 	 Michalak
5268.14	5269.89	  	 
5269.89	5270.737	 spk1 	 avec euh
5270.737	5271.113	  	 
5271.113	5273.3	 spk1 	 Bonnaire Chabal sur l'aile
5273.3	5273.53	  	 
5273.53	5275.346	 spk1 	 qui renverse Borgès
5275.346	5275.982	  	 
5275.982	5277.333	 spk1 	 qui est courageux aussi Borgès 
5277.333	5277.513	  	 
5277.513	5278.439	 spk2 	 ça avance ça avance
5278.439	5285.045	  	 
5285.045	5285.99	 spk1 	 on la laisse jouer
5285.99	5287.246	  	 
5287.246	5287.246	 spk2 	 non non donnez pas don(nez)
5287.246	5287.246	 spk1 	 
5287.246	5288.221	 Event desc pi type pronounce extent instantaneous 	 
5288.221	5288.221	 spk1 	 
5288.221	5288.759	 Event desc pi type pronounce extent instantaneous 	 
5288.759	5290.821	 spk1 	 encore un ballon rendu aux Argentins
5290.821	5291.285	  	 
5291.285	5293.084	 spk1 	 ah c'est une épidémie ce soir
5293.084	5293.338	  	 
5293.338	5294.771	 spk1 	 c'est une épidémie
5294.771	5295.069	  	 
5295.069	5296.655	 spk1 	 et même Lodesma qui se permet
5296.655	5297.002	  	 
5297.002	5297.949	 spk1 	 de jouer au pied
5297.949	5298.216	  	 
5298.216	5299.613	 spk1 	 et de trouver une très bonne touche 
5299.613	5300.615	  	 
5300.615	5303.648	 spk2 	 ne donnez plus après contact ou avant contact
5303.648	5303.948	  	 
5303.948	5308.101	 spk2 	 ne donnez plus de ballon y'a toujours des Argentins qui se mettent entre deux bleus français
5308.101	5308.428	  	 
5308.428	5309.859	 spk2 	 c'est leur tactique c'est voulu
5309.859	5310.405	  	 
5310.405	5310.916	 spk2 	 c'est voulu
5310.916	5311.326	  	 
5311.326	5312.577	 spk2 	 on a la charge de Chabal
5312.577	5313.606	  	 
5313.606	5315.786	 spk2 	 ça avance c'est ça essaie de re(ster) de rester
5315.786	5315.786	 spk1 	 pas lâché 
5315.786	5316.285	 spk2 	 debout
5316.285	5317.083	 spk1 	 Borgès hein
5317.083	5317.554	  	 
5317.554	5318.727	 spk1 	 il n'a pas lâché
5318.727	5319.06	  	 
5319.06	5319.06	 spk2 	 
5319.06	5319.787	 Event desc pi type pronounce extent instantaneous 	 
5319.787	5320.237	 spk2 	 ça tombe
5320.237	5322.704	  	 
5322.704	5326.145	 spk1 	 attention à ce lancer Dimitri Szarzewski à une dizaine de mètres à peine
5326.145	5326.932	  	 
5326.932	5327.868	 spk1 	 cinq six mètres
5327.868	5328.985	  	 
5328.985	5329.908	 spk1 	 de l'en-but$ français
5329.908	5333.689	  	 
5333.689	5336.58	 spk1 	 à se tromper dans le lancer le sauteur c'était Chabal 
5336.58	5338.717	  	 
5338.717	5339.495	 spk1 	 Bonnaire
5339.495	5339.751	  	 
5339.751	5342.67	 spk2 	 faut ouvrir vers le côté droit pour libérer l'angle du buteur
5342.67	5343.156	  	 
5343.156	5349.854	 spk2 	 voilà ce qu'on fait regardez on tourne sur la droite pour permettre d'aller faire un impact plus ouvert et ouvrir l'angle du botteur derrière et du buteur
5349.854	5350.277	  	 
5350.277	5350.277	 spk2 	 
5350.277	5350.702	 Event desc pi type pronounce extent instantaneous 	 
5350.702	5351.796	  	 
5351.796	5352.697	 spk2 	 hors jeu hors jeu
5352.697	5354.024	 spk1 	 allez avec euh Traille
5354.024	5354.387	  	 
5354.387	5355.562	 spk1 	 qui était en position
5355.562	5358.187	  	 
5358.187	5359.978	 spk1 	 pour mettre ce ballon en touche
5359.978	5361.1	  	 
5361.1	5361.1	 spk2 	 
5361.1	5361.462	 Event desc pi type pronounce extent instantaneous 	 
5361.462	5361.644	  	 
5361.644	5361.644	 spk2 	 
5361.644	5362.608	 Event desc pi type pronounce extent instantaneous 	 
5362.608	5362.842	  	 
5362.842	5365.419	 spk1 	 ouais mais moi y'a eu deux trois gifles qui sont parties sur ce coup-là
5365.419	5365.934	  	 
5365.934	5366.27	 spk2 	 hop là
5366.27	5367.05	  	 
5367.05	5367.38	 spk2 	 oh
5367.38	5368.762	 spk1 	 ouais bonne prise de balle de Chabal
5368.762	5369.525	  	 
5369.525	5371.229	 spk1 	 le soutien tout de suite avec Bonnaire
5371.229	5372.103	  	 
5372.103	5372.103	 spk2 	 et on structure là il est au chaud
5372.103	5373.56	 spk1 	 et on structure
5373.56	5373.906	  	 
5373.906	5376.518	 spk2 	 le ballon est derrière le ballon est au chaud il peut rien nous arriver
5376.518	5379.136	  	 
5379.136	5382.584	 spk2 	 je trouve les juges de touche Monsieur Dickinson et et Laurens un petit peu 
5382.584	5382.584	 spk2 	 euh tranquilles avec ça
5382.584	5383.941	 spk1 	 absents ouais
5383.941	5387.117	 spk2 	 parce qu'y'a beaucoup de fautes notamment là ils sont partis hors-jeu il est remonté il l'a pas signalé
5387.117	5388.269	  	 
5388.269	5388.954	 spk2 	 à long terme euh
5388.954	5389.316	  	 
5389.316	5390.097	 spk2 	 signaler tout ça
5390.097	5391.906	  	 
5391.906	5394.563	 spk1 	 allez le ballon est argentin avec Alvarez Carelis$
5394.563	5399.89	  	 
5399.89	5400.541	 spk1 	 Pichot
5400.541	5401.182	  	 
5401.182	5403.343	 spk1 	 et Hernandez hou qui se trompe complètement
5403.343	5403.941	  	 
5403.941	5404.682	 spk2 	 et en même temps j'ai pas vu
5404.682	5404.682	 spk2 	 
5404.682	5405.064	 Event desc pi type pronounce extent instantaneous 	 
5405.064	5405.422	 spk2 	 à l'arrière
5405.422	5405.844	 spk1 	 ah oui
5405.844	5406.399	  	 
5406.399	5408.918	 spk1 	 la bonne chandelle en arrière qui peut profiter à Michalak 
5408.918	5409.334	  	 
5409.334	5410.603	 spk1 	 qui rejoue au pied derrière
5410.603	5410.973	  	 
5410.973	5413.041	 spk1 	 qui va essayer de prendre de vitesse Corletto
5413.041	5413.499	  	 
5413.499	5416.437	 spk1 	 Corletto en difficulté qui va garder le ballon au sol
5416.437	5418.128	  	 
5418.128	5421.201	 spk1 	 qu'en dit Monsieur Spreadbury pénalité pour la France
5421.201	5422.787	 spk2 	 pas le choix il avait vu
5422.787	5424.114	  	 
5424.114	5425.729	 spk2 	 il a pas le choix là c'est trop visible 
5425.729	5426.137	  	 
5426.137	5426.137	 spk2 	 
5426.137	5427.247	 Event desc rire type noise extent instantaneous 	 
5427.247	5428.45	  	 
5428.45	5435.877	 spk2 	 ça c'est du coup de pied intelligent de Michalak il a vu il a regardé dès qu'on a le ballon c'est trop tard faut regarder avant il a vu que le que les Argentins étaient avancés il a tapé dans
5435.877	5435.877	 spk2 	 
5435.877	5436.438	 Event desc pi type pronounce extent instantaneous 	 
5436.438	5437.689	 spk2 	 dans l'espace libre là-bas
5437.689	5437.977	  	 
5437.977	5441.184	 spk2 	 et après la course hé oui quand le ballon est au sol il faut d'abord le ramasser et se relever
5441.184	5441.634	  	 
5441.634	5441.634	 spk2 	 
5441.634	5442.511	 Event desc pi type pronounce extent instantaneous 	 
5442.511	5442.941	  	 
5442.941	5445.823	 spk1 	 alors Messieurs Landreau et Lacroix question tactique
5445.823	5447.389	  	 
5447.389	5447.389	 spk1 	 on est à la 
5447.389	5448.305	 spk2 	 écoutez il reste
5448.305	5451.585	 spk1 	 soixante-dixième minute l'équipe de France est menée de cinq points 
5451.585	5451.585	 spk1 	 cette 
5451.585	5451.585	 spk2 	 
5451.585	5452.084	 Event desc pi type pronounce extent instantaneous 	 
5452.084	5453.352	 spk1 	 pénalité faut la tenter
5453.352	5454.818	 spk2 	 on la tape parce qu'il reste encore
5454.818	5455.31	  	 
5455.31	5459.271	 spk2 	 dix minutes de jeu plus quelques arrêts de jeu allez on est encore à treize quatorze minutes et on revient
5459.271	5459.668	  	 
5459.668	5459.888	 spk2 	 à
5459.888	5460.164	  	 
5460.164	5464.536	 spk2 	 dix-sept quinze ça veut dire que sur un drop ou une pénalité on peut encore gagner dix-huit dix-sept
5464.536	5464.797	  	 
5464.797	5465.901	 spk1 	 Fabrice Landreau d'accord
5465.901	5466.198	  	 
5466.198	5470.874	 spk3 	 complètement d'accord surtout que les Argentins sont en train de souffrir physiquement on voit les crampes bien sûr de 
5470.874	5471.441	  	 
5471.441	5475.368	 spk3 	 de Contepomi mais Rodrigo Roncero qui est juste à côté de moi me dit qu'il est cuit
5475.368	5475.987	  	 
5475.987	5478.359	 spk3 	 il est cuit il fait signe à son soigneur je n'en peux plus
5478.359	5478.652	  	 
5478.652	5479.425	 spk3 	 donc c'est bon signe
5479.425	5479.704	  	 
5479.704	5481.009	 spk2 	 le rythme est en train de payer
5481.009	5481.361	  	 
5481.361	5484.231	 spk2 	 le rythme français qu'on a pu mener quand on a gardé les ballons 
5484.231	5484.612	  	 
5484.612	5485.602	 spk2 	 est en train de payer
5485.602	5486.005	  	 
5486.005	5486.175	 spk2 	 y'a un 
5486.175	5486.175	 spk2 	 
5486.175	5486.5	 Event desc pi type pronounce extent instantaneous 	 
5486.5	5487.082	 spk2 	 français
5487.082	5487.396	  	 
5487.396	5488.407	 spk2 	 face à l'expérience
5488.407	5488.407	 spk2 	 
5488.407	5489.012	 Event desc pi type pronounce extent instantaneous 	 
5489.012	5491.847	 spk2 	 et ralentir le jeu côté austral(ien) euh argentin on l'avait dit
5491.847	5492.343	  	 
5492.343	5493.069	 spk2 	 ça se passe aujourd'hui
5493.069	5493.308	  	 
5493.308	5495.572	 spk1 	 j'ai pas vu euh Jacques Brunel avec 
5495.572	5495.572	 spk1 	 
5495.572	5495.849	 Event desc pi type pronounce extent instantaneous 	 
5495.849	5496.731	 spk1 	 ça y est si si on le voit
5496.731	5496.731	 spk1 	 
5496.731	5497.531	 Event desc pi type pronounce extent instantaneous 	 
5497.531	5498.107	  	 
5498.107	5499.069	 spk1 	 Jacques Brunel qui a amené 
5499.069	5499.069	 spk1 	 
5499.069	5499.478	 Event desc pi type pronounce extent instantaneous 	 
5499.478	5500.092	  	 
5500.092	5501.32	 spk1 	 à Frédéric Michalak
5501.32	5501.613	  	 
5501.613	5503.242	 spk2 	 néo-catalan hein perpignanais hein
5503.242	5506.875	  	 
5506.875	5508.894	 spk1 	 qui est un excellent buteur hein Michalak
5508.894	5509.123	  	 
5509.123	5509.44	 spk2 	 ouais ouais
5509.44	5512.639	 spk1 	 c'est vrai qu'au stade toulousain c'est souvent Elissalde qui prend le rôle
5512.639	5512.941	  	 
5512.941	5514.774	 spk1 	 en équipe de France ça peut être Skrela
5514.774	5515.148	  	 
5515.148	5517.418	 spk1 	 mais Michalak l'a prouvé à maintes et maintes reprises
5517.418	5517.683	  	 
5517.683	5519.396	 spk1 	 souvenez-vous la coupe du monde y'a quatre ans déjà hein
5519.396	5520.191	 spk2 	 cent trois points
5520.191	5522.463	 spk1 	 oui c'est un super buteur
5522.463	5524.029	 spk2 	 elle est importante celle-là mon cher Thierry
5524.029	5524.394	  	 
5524.394	5525.119	 spk2 	 elle est importante
5525.119	5525.43	  	 
5525.43	5526.813	 spk1 	 faudrait mieux pas la manquer
5526.813	5527.456	  	 
5527.456	5528.571	 spk2 	 allez Frédéric Michalak
5528.571	5532.47	  	 
5532.47	5534.658	 spk1 	 ah c'est pas bien parti
5534.658	5535.225	  	 
5535.225	5537.18	 spk1 	 ça passe à droite encore des poteaux
5537.18	5537.493	  	 
5537.493	5539.2	 spk1 	 ça fait six points vendangés hein
5539.2	5539.508	  	 
5539.508	5542.133	 spk1 	 le coup de pied de Skrela tout à l'heure celui de Michalak maintenant 
5542.133	5542.906	  	 
5542.906	5543.175	 spk1 	 et 
5543.175	5543.175	 spk1 	 avec six points de 
5543.175	5543.933	 spk2 	 s'il faut gagner 
5543.933	5543.933	 spk1 	 plus
5543.933	5543.933	 spk2 	 
5543.933	5544.684	 spk2 	 
5544.684	5545.726	 spk2 	 on va gagner par les ess(ais)
5545.726	5545.726	 spk1 	 
5545.726	5545.726	 Event desc pi type pronounce extent instantaneous 	 
5545.726	5546.137	 spk2 	 parce que
5546.137	5547.644	 spk2 	 comme ils craquent Fabien Landreau l'a
5547.644	5547.644	 spk1 	 
5547.644	5547.644	 Event desc pi type pronounce extent instantaneous 	 
5547.644	5548.63	 spk2 	 dit allez
5548.63	5549.72	  	 
5549.72	5550.099	 spk2 	 allez allez
5550.099	5551.067	  	 
5551.067	5552.234	 spk2 	 continu dans le rythme
5552.234	5552.436	  	 
5552.436	5554.864	 spk2 	 ils vont craquer on le voit et Fabrice Landreau l'a dit
5554.864	5555.254	  	 
5555.254	5556.435	 spk2 	 ils sont fatigués ils sont cuits
5556.435	5556.637	  	 
5556.637	5556.989	 spk1 	 ouais mais
5556.989	5556.989	 spk1 	 
5556.989	5556.989	 Event desc pi type pronounce extent instantaneous 	 
5556.989	5556.989	 spk2 	 
5556.989	5557.495	 Event desc pi type pronounce extent instantaneous 	 
5557.495	5557.495	 spk1 	 qui s'annonce hein
5557.495	5557.495	 spk2 	 
5557.495	5558.227	 spk2 	 
5558.227	5560.957	  	 
5560.957	5562.158	 spk1 	 Betsen au point de chute
5562.158	5562.7	  	 
5562.7	5563.577	 spk2 	 oh elle a résisté
5563.577	5565.616	 spk1 	 oh oui parce qu'ils étaient arrivés à deux hein
5565.616	5565.946	  	 
5565.946	5567.002	 spk1 	 pour le couper en deux
5567.002	5567.002	 spk2 	 
5567.002	5567.537	 Event desc rire type noise extent instantaneous 	 
5567.537	5568.01	 spk2 	 c'est le cas de le dire
5568.01	5569.483	  	 
5569.483	5569.483	 spk2 	 
5569.483	5570.337	 Event desc pi type pronounce extent instantaneous 	 
5570.337	5570.917	  	 
5570.917	5571.793	 spk2 	 Serge Blanco
5571.793	5571.793	 spk2 	 
5571.793	5573.302	 Event desc pi type pronounce extent instantaneous 	 
5573.302	5573.927	  	 
5573.927	5574.439	 spk2 	 allez
5574.439	5574.924	  	 
5574.924	5576.662	 spk2 	 on le garde on travaille
5576.662	5577.118	  	 
5577.118	5577.614	 spk2 	 au coeur
5577.614	5578.779	  	 
5578.779	5579.624	 spk2 	 on avance
5579.624	5580.544	  	 
5580.544	5584.428	 spk1 	 allez ça travaille avec Harinordoquy qui s'est un petit peu isolé
5584.428	5584.659	  	 
5584.659	5586.344	 spk1 	 qui a trouvé le soutien de Chabal
5586.344	5589.011	  	 
5589.011	5592.031	 spk1 	 chaque centimètre gagné c'est c'est dur hein
5592.031	5592.41	  	 
5592.41	5593.101	 spk1 	 Mignoni
5593.101	5593.382	  	 
5593.382	5594.592	 spk1 	 avec Michalak
5594.592	5595.229	  	 
5595.229	5596.382	 spk1 	 qui a envoyé Jauzion
5596.382	5597.99	  	 
5597.99	5600.089	 spk1 	 ah c'est un ballon encore qui a échappé aux Français
5600.089	5604.007	  	 
5604.007	5607.053	 spk1 	 encore un ballon de perdu que de ballons de perdus
5607.053	5607.355	  	 
5607.355	5611.501	 spk2 	 ah oui parce que au contact on veut encore euh donner la balle alors que l'Argentin se met toujours entre nous
5611.501	5611.714	  	 
5611.714	5614.65	 spk2 	 regardez on est au contact et on veut encore servir* la balle et voilà on tombe
5614.65	5615.522	  	 
5615.522	5620.433	 spk2 	 gardons maintenons la gar(dons) gardons le ballon pour créer des phases de jeu puisque c'est les phases qui les fatiguent
5620.433	5620.904	  	 
5620.904	5626.234	 spk3 	 changement du côté argentin c'est Martin Duron$ le troisième ligne qui rentre à la place d'Austiglia
5626.234	5626.819	  	 
5626.819	5629.427	 spk3 	 et Celin(oia) Celinoia$ qui rentre à la place de Contepomi
5629.427	5629.901	  	 
5629.901	5631.756	 spk1 	 Martin Duron$ de Montpellier hein
5631.756	5632.894	  	 
5632.894	5634.84	 spk1 	 qui fête ce soir sa cinquantième
5634.84	5635.239	  	 
5635.239	5636.098	 spk1 	 sélection
5636.098	5641.293	  	 
5641.293	5645.188	 spk1 	 la remise en jeu Szarzewski ouais Chabal en premier sauteur
5645.188	5645.503	  	 
5645.503	5646.201	 spk1 	 Mignoni
5646.201	5646.498	  	 
5646.498	5647.631	 spk1 	 Michalak maintenant
5647.631	5648.807	  	 
5648.807	5649.276	 spk1 	 va tenter 
5649.276	5649.276	 spk1 	 
5649.276	5649.578	 Event desc pi type pronounce extent instantaneous 	 
5649.578	5651.038	 spk1 	 de passe s'il a le soutien
5651.038	5651.374	  	 
5651.374	5653.044	 spk1 	 ça va rebondir avec Mignoni 
5653.044	5653.314	  	 
5653.314	5654.069	 spk1 	 à hauteur
5654.069	5655.136	  	 
